CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,Lat_d,Long_d,
31,MINAS GERAIS,MG,3157658,Santa Helena de Minas,2822,1,3157658028221,COMUNIDADE QUILOMBOLA,GONÇALVES,,,,,,-16.9107,-40.7312,
31,MINAS GERAIS,MG,3162807,São João Evangelista,2823,1,3162807028231,COMUNIDADE QUILOMBOLA,GONÇALVES,18,COMUNIDADE QUILOMBOLA GONÇALVES,,,,-18.4088,-42.8060,
31,MINAS GERAIS,MG,3148400,Paulistas,2824,1,3148400028241,COMUNIDADE QUILOMBOLA,GONÇALVES,14,COMUNIDADE QUILOMBOLA CÓRREGO FRIO,,,01420.009401/2015-31,-18.3823,-42.8190,
31,MINAS GERAIS,MG,3115474,Catuti,2826,1,3115474028261,COMUNIDADE QUILOMBOLA,GORUTUBA,3,COMUNIDADE QUILOMBOLA GORUTUBA,,,,-15.3385,-43.1621,
31,MINAS GERAIS,MG,3152204,Porteirinha,2827,1,3152204028271,COMUNIDADE QUILOMBOLA,GORUTUBA,,,201,GURUTUBA,,-15.3447,-43.3076,
31,MINAS GERAIS,MG,3135100,Janaúba,2828,1,3135100028281,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,,-15.8263,-43.3079,
31,MINAS GERAIS,MG,3146552,Pai Pedro,2829,1,3146552028291,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,01420.001250/2004-11,-15.4592,-43.2058,
31,MINAS GERAIS,MG,3127339,Gameleiras,2830,1,3127339028301,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,01420.009129/2014-17,-15.0454,-43.1528,
31,MINAS GERAIS,MG,3135050,Jaíba,2831,1,3135050028311,COMUNIDADE QUILOMBOLA,GORUTUBA,13,LAGOA DE BARRO,,,01420.001250/2004-11,-15.2228,-43.3249,
31,MINAS GERAIS,MG,3135050,Jaíba,2831,2,3135050028312,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,01420.001250/2004-11,-15.2420,-43.5597,
31,MINAS GERAIS,MG,3135100,Janaúba,2828,3,3135100028283,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,,-15.7949,-43.3120,
31,MINAS GERAIS,MG,3135100,Janaúba,2828,2,3135100028282,COMUNIDADE QUILOMBOLA,GORUTUBA,,,,,,-15.8169,-43.3142,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2842,1,3116100028421,COMUNIDADE QUILOMBOLA,GRAVATÁ,18,COMUNIDADE QUILOMBOLA GRAVATÁ,,,01420.001150/2006-56,-17.1274,-42.5664,
31,MINAS GERAIS,MG,3141801,Minas Novas,2843,1,3141801028431,COMUNIDADE QUILOMBOLA,GRAVATÁ,,,,,01420.002908/2014-83,-17.2160,-42.5919,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2842,2,3116100028422,COMUNIDADE QUILOMBOLA,GRAVATÁ,,,,,01420.001150/2006-56,-17.0918,-42.5404,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,2844,1,3171600028441,COMUNIDADE QUILOMBOLA,GRAVATÁ,,,,,01420.014881/2015-52,-16.8101,-42.2958,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2846,1,3116100028461,COMUNIDADE QUILOMBOLA,GRAVATÁ QUEBRA BATEIA,,,,,,-17.0967,-42.5403,
31,MINAS GERAIS,MG,3112307,Capelinha,2849,1,3112307028491,COMUNIDADE QUILOMBOLA,GRILO,,,,,01420.103441/2018-11,-17.6870,-42.5250,
31,MINAS GERAIS,MG,3112307,Capelinha,2852,1,3112307028521,COMUNIDADE QUILOMBOLA,GROTA DA GANGORA,,,,,,-17.6309,-42.4534,
31,MINAS GERAIS,MG,3135209,Januária,2859,1,3135209028591,COMUNIDADE QUILOMBOLA,GROTINHA,,,,,01420.009930/2012-92,-15.2295,-45.1093,
31,MINAS GERAIS,MG,3148400,Paulistas,2904,1,3148400029041,COMUNIDADE QUILOMBOLA,GUEDES,12,COMUNIDADE QUILOMBOLA GUEDES,,,,-18.4051,-42.8426,
31,MINAS GERAIS,MG,3150802,Piranga,2909,1,3150802029091,COMUNIDADE QUILOMBOLA,GUINE,15,COMUNIDADE QUILOMBOLA NA PALMEIRAS,,,,-20.7251,-43.2667,
31,MINAS GERAIS,MG,3145059,Nova Porteirinha,2922,1,3145059029221,COMUNIDADE QUILOMBOLA,GURUTUBA,,,,,,-15.7141,-43.2621,
31,MINAS GERAIS,MG,3164100,São Pedro do Suaçuí,2928,1,3164100029281,COMUNIDADE QUILOMBOLA,HIGINOS,,,,,01420.101188/2021-67,-18.3052,-42.5412,
31,MINAS GERAIS,MG,3139300,Manga,2974,1,3139300029741,COMUNIDADE QUILOMBOLA,ILHA DA INGAZEIRA,8,COMUNIDADE QUILOMBOLA ILHA DA INGAZEIRA,,,01420.002071/2005-81,-14.4275,-43.8299,
31,MINAS GERAIS,MG,3139300,Manga,2974,2,3139300029742,COMUNIDADE QUILOMBOLA,ILHA DA INGAZEIRA,,,,,01420.002071/2005-81,-14.7516,-43.9492,
31,MINAS GERAIS,MG,3161106,São Francisco,2976,1,3161106029761,COMUNIDADE QUILOMBOLA,ILHA DA UNIÃO,,,,,,-15.9376,-44.8419,
31,MINAS GERAIS,MG,3157005,Salinas,2977,1,3157005029771,COMUNIDADE QUILOMBOLA,ILHA DAS CAPIVARAS,,,,,,-15.8772,-42.3009,
31,MINAS GERAIS,MG,3161106,São Francisco,2979,1,3161106029791,COMUNIDADE QUILOMBOLA,ILHA DAS PORTEIRAS,,,,,,-15.9556,-44.8544,
31,MINAS GERAIS,MG,3139300,Manga,2980,1,3139300029801,COMUNIDADE QUILOMBOLA,ILHA DE CURIMATÁ,,,,,,-14.7527,-43.9410,
31,MINAS GERAIS,MG,3135209,Januária,2984,1,3135209029841,COMUNIDADE QUILOMBOLA,ILHA DE PEDRO PRETO,,,,,,-15.5370,-44.3733,
31,MINAS GERAIS,MG,3135209,Januária,2984,2,3135209029842,COMUNIDADE QUILOMBOLA,ILHA DE PEDRO PRETO,,,,,,-15.4855,-44.3865,
31,MINAS GERAIS,MG,3135209,Januária,2990,1,3135209029901,COMUNIDADE QUILOMBOLA,ILHA DO LAMBEDOURO,,,,,01420.004759/2012-25,-15.1712,-44.4625,
31,MINAS GERAIS,MG,3103009,Antônio Dias,3023,1,3103009030231,COMUNIDADE QUILOMBOLA,INDAIÁ,15,COMUNIDADE QUILOMBOLA INDAIÁ,,,01420.000991/2006-46,-19.4576,-43.0516,
31,MINAS GERAIS,MG,3146552,Pai Pedro,3027,1,3146552030271,COMUNIDADE QUILOMBOLA,INGAZEIRA,,,201,GURUTUBA,,-15.1434,-43.2729,
31,MINAS GERAIS,MG,3154606,Ribeirão das Neves,3055,1,3154606030551,COMUNIDADE QUILOMBOLA,IRMANDADE DO ROSÁRIO DE JUSTINÓPOLIS,13,COMUNIDADE QUILOMBOLA IRMANDADE DO ROSÁRIO DE JUSTINÓPOLIS,,,,-19.7920,-44.0134,
31,MINAS GERAIS,MG,3154606,Ribeirão das Neves,3055,2,3154606030552,COMUNIDADE QUILOMBOLA,IRMANDADE DO ROSÁRIO DE JUSTINÓPOLIS,,,,,01420.001750/2015-13,-19.7931,-44.0122,
31,MINAS GERAIS,MG,3132503,Itamarandiba,3073,1,3132503030731,COMUNIDADE QUILOMBOLA,ITAMARANDIBA,,,,,,-17.8634,-42.8651,
31,MINAS GERAIS,MG,3108800,Braúnas,3117,1,3108800031171,COMUNIDADE QUILOMBOLA,IVO,18,COMUNIDADE QUILOMBOLA DO IVO,,,,-19.0858,-42.6986,
31,MINAS GERAIS,MG,3135100,Janaúba,3121,1,3135100031211,COMUNIDADE QUILOMBOLA,JACARAREZINHO 1,20,COMUNIDADE QUILOMBOLA JACARAREZINHO 1,,,,-15.7411,-43.3065,
31,MINAS GERAIS,MG,3135100,Janaúba,3129,1,3135100031291,COMUNIDADE QUILOMBOLA,JACARÉ GRANDE,24,COMUNIDADE QUILOMBOLA JACARÉ GRANDE,,,,-15.4612,-43.2891,
31,MINAS GERAIS,MG,3135100,Janaúba,3130,1,3135100031301,COMUNIDADE QUILOMBOLA,JACARÉ GRANDE DOS GORUTUBANOS,25,COMUNIDADE QUILOMBOLA BARRERÃO,,,,-15.4904,-43.2875,
31,MINAS GERAIS,MG,3135100,Janaúba,3130,2,3135100031302,COMUNIDADE QUILOMBOLA,JACARÉ GRANDE DOS GORUTUBANOS,,,,,01420.101475/2021-77,-15.7985,-43.3300,
31,MINAS GERAIS,MG,3149150,Pedras de Maria da Cruz,3138,1,3149150031381,COMUNIDADE QUILOMBOLA,JACAREZINHO,,,,,,-15.5601,-44.3424,
31,MINAS GERAIS,MG,3135100,Janaúba,3139,1,3135100031391,COMUNIDADE QUILOMBOLA,JACAREZINHO,21,COMUNIDADE QUILOMBOLA JACAREZINHO,,,,-15.7226,-43.3112,
31,MINAS GERAIS,MG,3126752,Franciscópolis,3150,1,3126752031501,COMUNIDADE QUILOMBOLA,JACUTINGA,,,,,01420.101167/2021-41,-18.0044,-42.0555,
31,MINAS GERAIS,MG,3126752,Franciscópolis,3151,1,3126752031511,COMUNIDADE QUILOMBOLA,JACUTINGA I,,,,,,-18.0299,-42.0345,
31,MINAS GERAIS,MG,3126752,Franciscópolis,3152,1,3126752031521,COMUNIDADE QUILOMBOLA,JACUTINGA II,,,,,,-18.0399,-42.0166,
31,MINAS GERAIS,MG,3144508,Nazareno,3153,1,3144508031531,COMUNIDADE QUILOMBOLA,JAGUARA,1,COMUNIDADE QUILOMBOLA JAGUARA,,,01420.003187/2013-48,-21.2780,-44.5085,
31,MINAS GERAIS,MG,3139300,Manga,3177,1,3139300031771,COMUNIDADE QUILOMBOLA,JAPURE,,,,,,-14.7510,-43.9410,
31,MINAS GERAIS,MG,3135209,Januária,3197,1,3135209031971,COMUNIDADE QUILOMBOLA,JATOBÁ,,,,,01420.103489/2018-20,-15.4721,-44.3636,
31,MINAS GERAIS,MG,3167103,Serro,3207,1,3167103032071,COMUNIDADE QUILOMBOLA,JAZIDA,,,,,,-18.3435,-43.4172,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,3215,1,3171600032151,COMUNIDADE QUILOMBOLA,JEQUITIBA,,,,,01420.001744/2008-29,-16.7990,-42.3359,
31,MINAS GERAIS,MG,3168903,Tiros,3222,1,3168903032221,COMUNIDADE QUILOMBOLA,JESUS,,,,,,-18.7605,-45.8781,
31,MINAS GERAIS,MG,3108107,Bonfim,3254,1,3108107032541,COMUNIDADE QUILOMBOLA,JORDÃO,,,,,,-20.2688,-44.1444,
31,MINAS GERAIS,MG,3138682,Luislândia,3291,1,3138682032911,COMUNIDADE QUILOMBOLA,JÚLIA MULATA,10,COMUNIDADE QUILOMBOLA JÚLIA MULATA,,,01420.002359/2005-56,-16.3299,-44.6657,
31,MINAS GERAIS,MG,3139300,Manga,3313,1,3139300033131,COMUNIDADE QUILOMBOLA,JUSTA 1,9,COMUNIDADE QUILOMBOLA JUSTA I,,,01420.002075/2005-60,-14.6519,-43.9839,
31,MINAS GERAIS,MG,3139300,Manga,3314,1,3139300033141,COMUNIDADE QUILOMBOLA,JUSTA 2,10,COMUNIDADE QUILOMBOLA JUSTA II,,,01420.002074/2005-15,-14.6455,-43.9875,
31,MINAS GERAIS,MG,3128808,Guidoval,3338,1,3128808033381,COMUNIDADE QUILOMBOLA,KILOMBO,,,,,,-21.1347,-42.7416,
31,MINAS GERAIS,MG,3118601,Contagem,3339,1,3118601033391,COMUNIDADE QUILOMBOLA,KILOMBO,,,,,,-19.9221,-44.0576,
31,MINAS GERAIS,MG,3109006,Brumadinho,3379,1,3109006033791,COMUNIDADE QUILOMBOLA,LAGOA,,,,,,-20.2142,-44.0969,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,3400,1,3171600034001,COMUNIDADE QUILOMBOLA,LAGOA DA MANGA,,,,,01420.013103/2016-27,-16.6973,-42.4044,
31,MINAS GERAIS,MG,3121605,Diamantina,3407,1,3121605034071,COMUNIDADE QUILOMBOLA,LAGOA DA PEDRA,,,,,01420.101607/2019-46,-18.2385,-43.6079,
31,MINAS GERAIS,MG,3161106,São Francisco,3410,1,3161106034101,COMUNIDADE QUILOMBOLA,LAGOA DA PRATA,30,COMUNIDADE QUILOMBOLA LAGOA DA PRATA,,,01420.001000/2005-61,-15.9787,-45.0479,
31,MINAS GERAIS,MG,3147006,Paracatu,3435,1,3147006034351,COMUNIDADE QUILOMBOLA,LAGOA DE SANTO ANTÔNIO,,,,,,-17.1476,-46.8294,
31,MINAS GERAIS,MG,3106507,Berilo,3466,1,3106507034661,COMUNIDADE QUILOMBOLA,LAGOA DO EZEQUIEL,,,,,01420.100983/2021-38,-16.9499,-42.4599,
31,MINAS GERAIS,MG,3135209,Januária,3504,1,3135209035041,COMUNIDADE QUILOMBOLA,LAGOA DOS BOIS,,,,,,-15.6668,-44.5271,
31,MINAS GERAIS,MG,3145307,Novo Cruzeiro,3525,1,3145307035251,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,,,,,,-17.2455,-42.0809,
31,MINAS GERAIS,MG,3135100,Janaúba,3528,2,3135100035282,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,,,,,,-15.7850,-43.3183,
31,MINAS GERAIS,MG,3135100,Janaúba,3528,3,3135100035283,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,,,,,,-15.7262,-43.3337,
31,MINAS GERAIS,MG,3135100,Janaúba,3528,1,3135100035281,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,22,COMUNIDADE QUILOMBOLA LAGOA GRANDE,,,,-15.7138,-43.3341,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,3531,1,3135456035311,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,4,COMUNIDADE QUILOMBOLA LAGOA GRANDE,370,LAGOA GRANDE,01420.001747/2009-43,-17.2331,-42.0870,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,3531,2,3135456035312,COMUNIDADE QUILOMBOLA,LAGOA GRANDE,,,370,LAGOA GRANDE,01420.001747/2009-43,-17.2323,-42.0901,
31,MINAS GERAIS,MG,3106507,Berilo,3565,1,3106507035651,COMUNIDADE QUILOMBOLA,LAGOINHA,4,COMUNIDADE QUILOMBOLA LAGOINHA,,,01420.002383/2017-29,-16.7205,-42.5024,
31,MINAS GERAIS,MG,3135209,Januária,3569,1,3135209035691,COMUNIDADE QUILOMBOLA,LAGOINHA,,,,,01420.101941/2018-19,-15.3412,-44.2037,
31,MINAS GERAIS,MG,3102803,Andrelândia,3603,1,3102803036031,COMUNIDADE QUILOMBOLA,LAJINHA,,,,,,-21.7059,-44.3064,
31,MINAS GERAIS,MG,3135209,Januária,3614,1,3135209036141,COMUNIDADE QUILOMBOLA,LAPÃO,,,,,01420.100108/2019-31,-15.5068,-44.4361,
31,MINAS GERAIS,MG,3140852,Matias Cardoso,3618,1,3140852036181,COMUNIDADE QUILOMBOLA,LAPINHA,4,COMUNIDADE QUILOMBOLA LAPINHA,371,LAPINHA,,-14.9339,-43.9530,
31,MINAS GERAIS,MG,3140852,Matias Cardoso,3618,3,3140852036183,COMUNIDADE QUILOMBOLA,LAPINHA,,,371,LAPINHA,,-14.9290,-43.9583,
31,MINAS GERAIS,MG,3140852,Matias Cardoso,3618,2,3140852036182,COMUNIDADE QUILOMBOLA,LAPINHA,,,371,LAPINHA,01420.001164/2005-99,-14.9772,-43.9829,
31,MINAS GERAIS,MG,3142908,Monte Azul,3628,1,3142908036281,COMUNIDADE QUILOMBOLA,LARANJEIRAS,,,,,01420.012492/2013-21,-15.2388,-43.0748,
31,MINAS GERAIS,MG,3155207,Rio Espera,3641,1,3155207036411,COMUNIDADE QUILOMBOLA,LAVRAS,8,LAVRAS,,,,-20.8343,-43.4177,
31,MINAS GERAIS,MG,3119500,Coronel Murta,3643,1,3119500036431,COMUNIDADE QUILOMBOLA,LAVRINHA,,,,,,-16.6138,-42.1857,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,3644,1,3171600036441,COMUNIDADE QUILOMBOLA,LAVRINHA,11,COMUNIDADE QUILOMBOLA LAVRINHA,,,01420.014885/2015-31,-16.6051,-42.3144,
31,MINAS GERAIS,MG,3155207,Rio Espera,3651,1,3155207036511,COMUNIDADE QUILOMBOLA,LEOAS,12,COMUNIDADE QUILOMBOLA LEOA,,,,-20.8838,-43.4069,
31,MINAS GERAIS,MG,3135100,Janaúba,3652,1,3135100036521,COMUNIDADE QUILOMBOLA,LEÕES,18,COMUNIDADE QUILOMBOLA LEÕES,,,,-15.7624,-43.3419,
31,MINAS GERAIS,MG,3135209,Januária,3653,1,3135209036531,COMUNIDADE QUILOMBOLA,LEVINÓPOLIS,,,,,01420.100854/2021-40,-15.4755,-44.3670,
31,MINAS GERAIS,MG,3136520,José Gonçalves de Minas,3662,1,3136520036621,COMUNIDADE QUILOMBOLA,LIMEIRA,,,,,,-16.9369,-42.5771,
31,MINAS GERAIS,MG,3171030,Verdelândia,3663,1,3171030036631,COMUNIDADE QUILOMBOLA,LIMEIRA,13,COMUNIDADE QUILOMBOLA LIMEIRA,,,01420.001189/2005-92,-15.7477,-43.7245,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,3688,1,3106200036881,COMUNIDADE QUILOMBOLA,LUIZES,3,COMUNIDADE QUILOMBOLA LUIZES,209,LUIZES,01420.001223/2004-48,-19.9404,-43.9666,
31,MINAS GERAIS,MG,3109006,Brumadinho,3714,1,3109006037141,COMUNIDADE QUILOMBOLA,MACANGANO,,,,,,-20.3026,-44.0842,
31,MINAS GERAIS,MG,3135209,Januária,3718,1,3135209037181,COMUNIDADE QUILOMBOLA,MACAUBAS CAPIM PUBO,,,,,01420.101479/2018-50,-15.3878,-44.6530,
31,MINAS GERAIS,MG,3145455,Olhos-d'Água,3719,1,3145455037191,COMUNIDADE QUILOMBOLA,MACAUBAS CURRAL,1,MACAÚBAS CURRAL,,,01420.100489/2017-97,-17.3791,-43.3023,
31,MINAS GERAIS,MG,3107307,Bocaiúva,3720,1,3107307037201,COMUNIDADE QUILOMBOLA,MACAUBAS PALMITO,17,COMUNIDADE QUILOMBOLA MACAÚBA BELA VISTA,,,01420.006059/2015-18,-17.3667,-43.3188,
31,MINAS GERAIS,MG,3147006,Paracatu,3728,2,3147006037282,COMUNIDADE QUILOMBOLA,MACHADINHO,,,,,01420.000256/2004-71,-17.2130,-46.8852,
31,MINAS GERAIS,MG,3147006,Paracatu,3728,1,3147006037281,COMUNIDADE QUILOMBOLA,MACHADINHO,,,223,MACHADINHO,01420.000256/2004-71,-17.2145,-46.8941,
31,MINAS GERAIS,MG,3106606,Bertópolis,3730,1,3106606037301,COMUNIDADE QUILOMBOLA,MACINEROS,,,,,,-16.8115,-40.5965,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,3733,1,3116100037331,COMUNIDADE QUILOMBOLA,MACUCO,,,,,,-17.1438,-42.5746,
31,MINAS GERAIS,MG,3141801,Minas Novas,3734,1,3141801037341,COMUNIDADE QUILOMBOLA,MACUCO,23,COMUNIDADE QUILOMBOLA MACUCO,,,01420.002602/2005-36,-17.1539,-42.5849,
31,MINAS GERAIS,MG,3158003,Santa Maria de Itabira,3735,1,3158003037351,COMUNIDADE QUILOMBOLA,MACUCO,,,,,01420.007788/2010-87,-19.4133,-43.0530,
31,MINAS GERAIS,MG,3141801,Minas Novas,3734,2,3141801037342,COMUNIDADE QUILOMBOLA,MACUCO,,,,,01420.002602/2005-36,-17.2149,-42.5902,
31,MINAS GERAIS,MG,3156809,Sabinópolis,3747,1,3156809037471,COMUNIDADE QUILOMBOLA,MAITACA,28,COMUNIDADE QUILOMBOLA MAITACA,,,01420.009606/2011-93,-18.6387,-43.0270,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,3754,1,3171600037541,COMUNIDADE QUILOMBOLA,MALHADA BRANCA,12,COMUNIDADE QUILOMBOLA MALHADA BRANCA,,,01420.100159/2019-63,-16.7322,-42.4155,
31,MINAS GERAIS,MG,3115474,Catuti,3759,1,3115474037591,COMUNIDADE QUILOMBOLA,MALHADA GRANDE,9,BARREIRO BRANCO,,,01420.100384/2017-38,-15.3858,-43.1133,
31,MINAS GERAIS,MG,3127339,Gameleiras,3763,2,3127339037632,COMUNIDADE QUILOMBOLA,MALHADINHA,,,,,,-15.0451,-43.1542,
31,MINAS GERAIS,MG,3127339,Gameleiras,3763,1,3127339037631,COMUNIDADE QUILOMBOLA,MALHADINHA,14,COMUNIDADE QUILOMBOLA MALHADINHA,,,,-15.0258,-43.4955,
31,MINAS GERAIS,MG,3139300,Manga,3766,1,3139300037661,COMUNIDADE QUILOMBOLA,MALHADINHA,11,COMUNIDADE QUILOMBOLA MALHADINHA,,,01420.002066/2005-79,-14.6333,-43.9346,
31,MINAS GERAIS,MG,3108255,Bonito de Minas,3792,1,3108255037921,COMUNIDADE QUILOMBOLA,MANDUS,4,COMUNIDADE QUILOMBOLA MANDUS,,,01420.001861/2016-01,-15.3245,-44.7589,
31,MINAS GERAIS,MG,3139300,Manga,3798,1,3139300037981,COMUNIDADE QUILOMBOLA,MANGA VELHA,,,,,,-14.7556,-43.9424,
31,MINAS GERAIS,MG,3103009,Antônio Dias,3809,1,3103009038091,COMUNIDADE QUILOMBOLA,MANGORREIRA,16,COMUNIDADE QUILOMBOLA MANGORREIRA,,,,-19.6839,-42.9072,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,3814,1,3106200038141,COMUNIDADE QUILOMBOLA,MANGUEIRAS,2,COMUNIDADE QUILOMBOLA MANGUEIRAS,228,MANGUEIRAS,01420.003004/2005-84,-19.8260,-43.9072,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,3828,1,3106200038281,COMUNIDADE QUILOMBOLA,MANZO NGUNZO KAIANGO,1,COMUNIDADE QUILOMBOLA MANZO NGUNZO KAIANGO,,,01420.000457/2007-11,-19.9283,-43.9080,
31,MINAS GERAIS,MG,3100401,Acaiaca,3835,1,3100401038351,COMUNIDADE QUILOMBOLA,MARACUJÁ,3,MARACUJÁ,,,,-20.4322,-43.0990,
31,MINAS GERAIS,MG,3133501,Itapecerica,3850,1,3133501038501,COMUNIDADE QUILOMBOLA,MARCEDO,,,,,,-20.3950,-45.0356,
31,MINAS GERAIS,MG,3157658,Santa Helena de Minas,3853,2,3157658038532,COMUNIDADE QUILOMBOLA,MARCINEIROS,,,,,,-16.8252,-40.6242,
31,MINAS GERAIS,MG,3157658,Santa Helena de Minas,3853,1,3157658038531,COMUNIDADE QUILOMBOLA,MARCINEIROS,,,,,01420.002301/2016-65,-16.9377,-40.6847,
31,MINAS GERAIS,MG,3113701,Carlos Chagas,3854,1,3113701038541,COMUNIDADE QUILOMBOLA,MARCOS,3,COMUNIDADE QUILOMBOLA MARCOS,,,01420.001695/2005-81,-17.6565,-41.0519,
31,MINAS GERAIS,MG,3140001,Mariana,3858,1,3140001038581,COMUNIDADE QUILOMBOLA,MARGARIDA VIANA,,,,,,-20.3920,-43.2040,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,3887,1,3171600038871,COMUNIDADE QUILOMBOLA,MARIMBONDO,,,,,,-16.7985,-42.3395,
31,MINAS GERAIS,MG,3142304,Moeda,3893,1,3142304038931,COMUNIDADE QUILOMBOLA,MARINHO SERRA,,,,,,-20.3406,-43.9629,
31,MINAS GERAIS,MG,3109006,Brumadinho,3894,1,3109006038941,COMUNIDADE QUILOMBOLA,MARINHOS,,,,,,-20.2682,-44.0862,
31,MINAS GERAIS,MG,3109006,Brumadinho,3894,2,3109006038942,COMUNIDADE QUILOMBOLA,MARINHOS,,,,,01420.003089/2010-68,-20.2705,-44.0826,
31,MINAS GERAIS,MG,3113701,Carlos Chagas,3900,1,3113701039001,COMUNIDADE QUILOMBOLA,MARQUES,,,238,MARQUES,01420.001695/2005-81,-17.6287,-41.0698,
31,MINAS GERAIS,MG,3135209,Januária,3901,1,3135209039011,COMUNIDADE QUILOMBOLA,MARRECA,,,,,01420.101912/2022-33,-15.4712,-44.3625,
31,MINAS GERAIS,MG,3160207,Santo Antônio do Itambé,3904,1,3160207039041,COMUNIDADE QUILOMBOLA,MARTINS,6,COMUNIDADE QUILOMBOLA MARTINS,,,,-18.4181,-43.2444,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,3905,2,3135456039052,COMUNIDADE QUILOMBOLA,MARTINS,,,,,01420.003739/2016-61,-17.1817,-42.2009,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,3905,1,3135456039051,COMUNIDADE QUILOMBOLA,MARTINS,5,COMUNIDADE QUILOMBOLA MARTINS,,,01420.003739/2016-61,-17.1814,-42.2034,
31,MINAS GERAIS,MG,3141801,Minas Novas,3952,1,3141801039521,COMUNIDADE QUILOMBOLA,MATA DOIS,26,COMUNIDADE QUILOMBOLA MATA DOIS,,,01420.002908/2014-83,-17.1667,-42.5779,
31,MINAS GERAIS,MG,3121605,Diamantina,3953,1,3121605039531,COMUNIDADE QUILOMBOLA,MATA DOS CRIOULOS,,,,,01420.006655/2010-93,-18.2886,-43.4173,
31,MINAS GERAIS,MG,3118304,Conselheiro Lafaiete,3985,1,3118304039851,COMUNIDADE QUILOMBOLA,MATO DENTRO,8,MATO DENTRO,,,01420.102645/2018-35,-20.6195,-43.8871,
31,MINAS GERAIS,MG,3134608,Jaboticatubas,3988,1,3134608039881,COMUNIDADE QUILOMBOLA,MATO DO TICAO,7,COMUNIDADE QUILOMBOLA MATO DO TIÇÃO,,,01420.000166/2006-41,-19.5112,-43.7728,
31,MINAS GERAIS,MG,3141801,Minas Novas,3989,1,3141801039891,COMUNIDADE QUILOMBOLA,MATO GRANDE,,,,,,-17.4237,-42.2259,
31,MINAS GERAIS,MG,3125903,Ferros,4031,1,3125903040311,COMUNIDADE QUILOMBOLA,MENDONÇA,,,,,01420.101989/2018-27,-19.2745,-43.0152,
31,MINAS GERAIS,MG,3156809,Sabinópolis,4047,1,3156809040471,COMUNIDADE QUILOMBOLA,MESTRE,29,COMUNIDADE QUILOMBOLA MESTRE,,,01420.000543/2010-29,-18.7567,-43.2198,
31,MINAS GERAIS,MG,3161106,São Francisco,4048,1,3161106040481,COMUNIDADE QUILOMBOLA,MESTRE MINERVINO,23,COMUNIDADE QUILOMBOLA MESTRE MINERVINO,,,,-15.9018,-44.6808,
31,MINAS GERAIS,MG,3155603,Rio Pardo de Minas,4063,1,3155603040631,COMUNIDADE QUILOMBOLA,MIRANDA,,,,,,-15.8915,-42.7414,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4073,1,3116100040731,COMUNIDADE QUILOMBOLA,MISERICORDIA,,,,,,-17.0904,-42.5420,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4075,1,3116100040751,COMUNIDADE QUILOMBOLA,MOCA SANTA,19,COMUNIDADE QUILOMBOLA MOÇA SANTA,,,01420.001544/2006-12,-17.0110,-42.6046,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4075,2,3116100040752,COMUNIDADE QUILOMBOLA,MOCA SANTA,,,,,01420.001544/2006-12,-17.0222,-42.6476,
31,MINAS GERAIS,MG,3135050,Jaíba,4083,1,3135050040831,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-15.0859,-44.0109,
31,MINAS GERAIS,MG,3107307,Bocaiúva,4087,2,3107307040872,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-17.4876,-43.9022,
