CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
17,TOCANTINS,TO,1711951,Lagoa do Tocantins,5639,1,1711951056391,COMUNIDADE QUILOMBOLA,RIO PRETO,,,,,,-10.2995025277,-47.5671618888,,,,,,,,,,
29,BAHIA,BA,2933505,Wenceslau Guimarães,5640,1,2933505056401,COMUNIDADE QUILOMBOLA,RIO PRETO,1,COMUNIDADE QUILOMBOLA RIO PRETO,,,01420.000511/2010-23,-13.6049378191,-39.492926937,,,,,,,,,,
29,BAHIA,BA,2900702,Alagoinhas,5641,1,2900702056411,COMUNIDADE QUILOMBOLA,RIO SECO,28,AGRUPAMENTO QUILOMBOLA FAZENDA RIO SECO,,,,-12.182518347,-38.5288592342,,,,,,,,,,
15,PARÁ,PA,1505908,Porto de Moz,5642,1,1505908056421,COMUNIDADE QUILOMBOLA,RIO TAPERU,,,,,01420.101563/2022-50,-1.8643743611,-52.1391598886,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5643,1,1500107056431,COMUNIDADE QUILOMBOLA,RIO TAUARÉ-AÇÚ,27,COMUNIDADE QUILOMBOLA RIO TAUARÉ-AÇÚ,29,ALTO ITACURUÇÁ, BAIXO ITACURUÇÁ, BOM REMÉDIO,01420.008228/2012-10,-1.78931266849998,-48.9408135541568,,,,,,,,
41,PARANÁ,PR,4109500,Guaraqueçaba,5644,1,4109500056441,COMUNIDADE QUILOMBOLA,RIO VERDE,,,,,01420.002046/2006-89,-25.1542299442,-48.2447540201,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3204906,São Mateus,5645,1,3204906056451,COMUNIDADE QUILOMBOLA,ROBINHO,,,,,,-18.6345349859,-39.9985716758,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,5646,1,2103703056461,COMUNIDADE QUILOMBOLA,ROÇA DE BAIXO,,,,,,-1.83338093052,-44.676339999,,,,,,,,,,
29,BAHIA,BA,2903003,Barra do Mendes,5647,1,2903003056471,COMUNIDADE QUILOMBOLA,ROÇA GRANDE,,,,,,-12.2269424443,-42.0056364977,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,5648,1,3106507056481,COMUNIDADE QUILOMBOLA,ROÇA GRANDE,21,COMUNIDADE QUILOMBOLA ROÇA GRANDE,,,01420.012167/2016-19,-16.9353886940604,-42.419580728,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,5648,2,3106507056482,COMUNIDADE QUILOMBOLA,ROÇA GRANDE,,,,,01420.012167/2016-19,-16.9511579857,-42.4600390401,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,5649,1,3106507056491,COMUNIDADE QUILOMBOLA,ROÇA GRANDE 2,30,COMUNIDADE QUILOMBOLA ROÇA GRANDE 2,,,,-16.9339693054,-42.4586261822,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,5650,1,3106507056501,COMUNIDADE QUILOMBOLA,ROÇA GRANDE 3,31,COMUNIDADE QUILOMBOLA ROÇA GRANDE 3,,,,-16.9225368617755,-42.4036408256858,,,,,,,,,,
25,PARAÍBA,PB,2505600,Diamante,5651,1,2505600056511,COMUNIDADE QUILOMBOLA,ROÇA NOVA,10,COMUNIDADE QUILOMBOLA ROÇA NOVA,,,,-7.39768110945457,-38.2968029727041,,,,,,,,,,
25,PARAÍBA,PB,2503902,Camalaú,5652,1,2503902056521,COMUNIDADE QUILOMBOLA,ROÇA VELHA,3,COMUNIDADE QUILOMBOLA ROÇA VELHA,,,,-7.92683531935,-36.7772239584,,,,,,,,,,
25,PARAÍBA,PB,2503902,Camalaú,5653,1,2503902056531,COMUNIDADE QUILOMBOLA,ROÇA VELHA E RUA PRETA,,,,,01420.100551/2020-46,-7.92423229156,-36.7765230404,,,,,,,,,,
29,BAHIA,BA,2919504,Livramento de Nossa Senhora,5654,1,2919504056541,COMUNIDADE QUILOMBOLA,ROCINHA,17,COMUNIDADE QUILOMBOLA ROCINHA,,,01420.002277/2008-54,-13.586936583,-41.9416143986,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3201605,Conceição da Barra,5655,1,3201605056551,COMUNIDADE QUILOMBOLA,RODA D'ÁGUA,7,COMUNIDADE QUILOMBOLA RODA D'ÁGUA,501,RODA,01420.002145/2006-61,-18.598883736,-39.8078851822,,,,,,,,,,
29,BAHIA,BA,2919157,Lapão,5656,1,2919157056561,COMUNIDADE QUILOMBOLA,RODAGEM,,,,,,-11.5663789721,-41.7676491254,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,5657,1,2928307056571,COMUNIDADE QUILOMBOLA,RODEADOR,,,,,,-12.0587586249,-38.8494203483,,,,,,,,,,
26,PERNAMBUCO,PE,2612208,Salgueiro,5658,1,2612208056581,COMUNIDADE QUILOMBOLA,RODEADOR,,,95,CONCEIÇÃO DAS CRIOULAS,,-8.2420858055,-38.8938780695,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,5659,1,3135209056591,COMUNIDADE QUILOMBOLA,RODEADOR,,,,,,-15.4819539999,-44.3527800832,,,,,,,,,,
29,BAHIA,BA,2918407,Juazeiro,5660,1,2918407056601,COMUNIDADE QUILOMBOLA,RODEADOURO,15,COMUNIDADE QUILOMBOLA RODEADOURO,,,01420.101584/2018-99,-9.47174436094,-40.5723892261,,,,,,,,,,
51,MATO GROSSO,MT,5106505,Poconé,5661,1,5106505056611,COMUNIDADE QUILOMBOLA,RODEIO,,,,,01420.001781/2005-94,-15.9240154304,-56.8888500298,,,,,,,,,,
31,MINAS GERAIS,MG,3109006,Brumadinho,5662,1,3109006056621,COMUNIDADE QUILOMBOLA,RODRIGUES,28,COMUNIDADE QUILOMBOLA MARINHOS E RODRIGUES,,,01420.003089/2010-68,-20.2765689165,-44.0919720437,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,5663,1,2106805056631,COMUNIDADE QUILOMBOLA,ROLA,21,COMUNIDADE QUILOMBOLA ROLA,,,,-1.98684365276,-44.7493344994,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5664,1,2112803056641,COMUNIDADE QUILOMBOLA,ROLAS,,,,,,-3.1297470972,-45.1630880136,,,,,,,,,,
11,RONDÔNIA,RO,1100015,Alta Floresta D'Oeste,5665,1,1100015056651,COMUNIDADE QUILOMBOLA,ROLIM DE MOURA DO GUAPORÉ,3,COMUNIDADE QUILOMBOLA ROLIM DE MOURA DO GUAPORÉ,,,01420.002954/2005-91,-13.0816666246,-62.2772257621,,,,,,,,,,
21,MARANHÃO,MA,2111003,São João Batista,5666,1,2111003056661,COMUNIDADE QUILOMBOLA,ROMANA,,,,,,-3.0031958472,-44.8349057775,,,,,,,,,,
21,MARANHÃO,MA,2111003,São João Batista,5667,1,2111003056671,COMUNIDADE QUILOMBOLA,ROMANA I,,,,,01420.012036/2015-42,-2.99522684718,-44.8383288205,,,,,,,,,,
21,MARANHÃO,MA,2111003,São João Batista,5668,1,2111003056681,COMUNIDADE QUILOMBOLA,ROMANA II,,,,,01420.102899/2018-53,-2.99246206938,-44.8394223172,,,,,,,,,,
29,BAHIA,BA,2905800,Camamu,5669,1,2905800056691,COMUNIDADE QUILOMBOLA,RONCO,,,,,01420.001410/2007-74,-13.940345986,-39.1064407061,,,,,,,,,,
16,AMAPÁ,AP,1600303,Macapá,5670,1,1600303056701,COMUNIDADE QUILOMBOLA,ROSA,51,COMUNIDADE QUILOMBOLA ROSA,273,ROSA,01420.000262/2006-90,0.23257658333,-51.1018459723,,,,,,,,,,
15,PARÁ,PA,1508001,Tomé-Açu,5671,1,1508001056711,COMUNIDADE QUILOMBOLA,ROSA DE SARON,,,,,01420.016178/2015-89,-2.28485336520904,-48.1627960357519,,,,,,,,,,
42,SANTA CATARINA,SC,4201406,Araranguá,5672,1,4201406056721,COMUNIDADE QUILOMBOLA,ROSALINA,,,,,01420.014241/2014-16,-28.9300257221,-49.4791511533,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,5673,2,2101301056732,COMUNIDADE QUILOMBOLA,ROSÁRIO,,,,,,-1.72594577776,-45.1335027359,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,5673,1,2101301056731,COMUNIDADE QUILOMBOLA,ROSÁRIO,16,COMUNIDADE QUILOMBOLA ROSÁRIO,,,,-1.68729275549995,-45.0571680602609,,,,,,,,,,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,5674,1,3171600056741,COMUNIDADE QUILOMBOLA,ROSÁRIO,,,,,,-16.8261765971,-42.3832327354,,,,,,,,,,
21,MARANHÃO,MA,2109809,Santa Helena,5675,1,2109809056751,COMUNIDADE QUILOMBOLA,ROSÁRIO,,,,,,-2.35297990275,-45.4014809579,,,,,,,,,,
21,MARANHÃO,MA,2111789,Serrano do Maranhão,5676,1,2111789056761,COMUNIDADE QUILOMBOLA,ROSÁRIO,30,COMUNIDADE QUILOMBOLA ROSÁRIO,,,01420.006070/2012-35,-1.70095580554,-45.056230653,,,,,,,,,,
15,PARÁ,PA,1506302,Salvaterra,5677,1,1506302056771,COMUNIDADE QUILOMBOLA,ROSÁRIO,13,COMUNIDADE QUILOMBOLA ROSÁRIO,342,ROSÁRIO,01420.001846/2006-82,-0.86311705554,-48.6473282642,,,,,,,,,,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,5678,1,3171600056781,COMUNIDADE QUILOMBOLA,ROSÁRIO DE BAIXO,,,,,,-16.8261746803,-42.3723064068,,,,,,,,,,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,5679,1,3171600056791,COMUNIDADE QUILOMBOLA,ROSÁRIO DE CIMA,,,,,,-16.8117674998,-42.3786395544,,,,,,,,,,
29,BAHIA,BA,2922052,Mulungu do Morro,5680,1,2922052056801,COMUNIDADE QUILOMBOLA,ROSENDO,2,COMUNIDADE QUILOMBOLA ROSENDO,,,01420.006785/2014-50,-11.9766966804,-41.6161945999,,,,,,,,,,
29,BAHIA,BA,2905404,Cairu,5681,1,2905404056811,COMUNIDADE QUILOMBOLA,RUA DA BRASÍLIA,8,COMUNIDADE QUILOMBOLA RUA DO FOGO,,,,-13.492524236,-39.0451944063,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5682,1,2100204056821,COMUNIDADE QUILOMBOLA,RUA DA GRANJA,,,,,,-2.39863966665,-44.410746083,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,5683,1,2913101056831,COMUNIDADE QUILOMBOLA,RUA DA MATA,,,,,,-11.5483187916,-41.9817487494,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5684,1,2100204056841,COMUNIDADE QUILOMBOLA,RUA DA UNIÃO,,,,,,-2.39417568053,-44.4103303756,,,,,,,,,,
29,BAHIA,BA,2920700,Maraú,5685,1,2920700056851,COMUNIDADE QUILOMBOLA,RUA DE PALHA,,,,,,-14.2281115831,-39.0945838079,,,,,,,,,,
29,BAHIA,BA,2917102,Itororó,5686,1,2917102056861,COMUNIDADE QUILOMBOLA,RUA DE PALHA,1,COMUNIDADE QUILOMBOLA RUA DE PALHA,,,01420.005129/2012-78,-14.9861492218,-40.0224072814,,,,,,,,,,
29,BAHIA,BA,2905404,Cairu,5687,1,2905404056871,COMUNIDADE QUILOMBOLA,RUA DO CAJUEIRO,9,COMUNIDADE QUILOMBOLA CAJAZEIRAS E PRATA,,,,-13.4867836249,-39.0494141692,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,5688,1,2913101056881,COMUNIDADE QUILOMBOLA,RUA DO CAMPO,18,COMUNIDADE QUILOMBOLA BAIRRO DA MATA,,,,-11.5476525276,-41.9695204963,,,,,,,,,,
29,BAHIA,BA,2905404,Cairu,5689,1,2905404056891,COMUNIDADE QUILOMBOLA,RUA DO FOGO,8,COMUNIDADE QUILOMBOLA RUA DO FOGO,,,01420.003234/2006-24,-13.4911253055,-39.0456945585757,,,,,,,,,,
29,BAHIA,BA,2908606,Conde,5690,1,2908606056901,COMUNIDADE QUILOMBOLA,RUA DO JORRO,,,,,,-11.7910357221,-37.6207894054,,,,,,,,,,
29,BAHIA,BA,2907905,Cipó,5691,1,2907905056911,COMUNIDADE QUILOMBOLA,RUA DO JORRO,6,COMUNIDADE QUILOMBOLA RUA DO JORRO,,,01420.000502/2005-75,-11.1070160330543,-38.5192839875,,,,,,,,,,
29,BAHIA,BA,2903235,Barro Alto,5692,1,2903235056921,COMUNIDADE QUILOMBOLA,RUA DO JUAZEIRO,,,,,,-11.7627743333,-41.9146569866,,,,,,,,,,
28,SERGIPE,SE,2801207,Canindé de São Francisco,5693,1,2801207056931,COMUNIDADE QUILOMBOLA,RUA DOS NEGROS,1,CURITUBA,,,01420.004746/2013-37,-9.64050895811,-37.9188354871,,,,,,,,,,
28,SERGIPE,SE,2801207,Canindé de São Francisco,5693,2,2801207056932,COMUNIDADE QUILOMBOLA,RUA DOS NEGROS,9,COMUNIDADE QUILOMBOLA RUA DOS NEGROS,,,01420.004746/2013-37,-9.64339249699996,-37.9223059142077,,,,,,,,,,
31,MINAS GERAIS,MG,3171303,Viçosa,5694,1,3171303056941,COMUNIDADE QUILOMBOLA,RUA NOVA,3,COMUNIDADE QUILOMBOLA RUA NOVA,,,,-20.7773421804,-42.8806809419,,,,,,,,,,
29,BAHIA,BA,2910800,Feira de Santana,5695,1,2910800056951,COMUNIDADE QUILOMBOLA,RUA NOVA,,,,,,-12.2576201804,-38.9846207922,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,5696,1,2906006056961,COMUNIDADE QUILOMBOLA,RUA TAMBURI,34,AGRUPAMENTO QUILOMBOLA LAJE DE CIMA,,,,-10.1824563333,-40.97521368,,,,,,,,,,
31,MINAS GERAIS,MG,3141801,Minas Novas,5697,1,3141801056971,COMUNIDADE QUILOMBOLA,RUBINHO,,,,,,-17.4496374721,-42.232245279,,,,,,,,,,
52,GOIÁS,GO,5214606,Niquelândia,5698,1,5214606056981,COMUNIDADE QUILOMBOLA,RUFINO FRANCISCO,,,,,01420.011796/2011-17,-14.4802429999,-48.4591476944,,,,,,,,,,
25,PARAÍBA,PB,2512101,Pombal,5699,1,2512101056991,COMUNIDADE QUILOMBOLA,RUFINOS DO SÍTIO SÃO JOÃO,14,COMUNIDADE QUILOMBOLA SÍTIO SÃO JOÃO,,,01420.004861/2011-40,-6.7118369166,-37.7594430557,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,5700,1,2103703057001,COMUNIDADE QUILOMBOLA,RUMO,35,COMUNIDADE QUILOMBOLA RUMO II,,,,-1.75077907193054,-44.8879861437149,,,,,,,,,,
21,MARANHÃO,MA,2112100,Timbiras,5701,1,2112100057011,COMUNIDADE QUILOMBOLA,RUMO,,,,,,-4.32852522218,-44.060085638,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,5702,1,2106805057021,COMUNIDADE QUILOMBOLA,RUMO,19,COMUNIDADE QUILOMBOLA RUMO,406,QUILOMBO FRECHAL,,-2.0228845930552,-44.7584045833381,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,5702,2,2106805057022,COMUNIDADE QUILOMBOLA,RUMO,,,,,,-2.06307663888,-44.7879391666,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,5700,2,2103703057002,COMUNIDADE QUILOMBOLA,RUMO,23,COMUNIDADE QUILOMBOLA RUMO,,,01420.005475/2011-75,-1.82762830551,-44.7506700145,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,5703,1,2108603057031,COMUNIDADE QUILOMBOLA,RUMO DOS ABREU,,,,,,-2.63978165273,-45.1324966527,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,5704,1,2108603057041,COMUNIDADE QUILOMBOLA,RUMO DOS AMARAL,53,COMUNIDADE QUILOMBOLA SANTA MARIA,,,,-2.76749534717,-45.2130059602,,,,,,,,,,
21,MARANHÃO,MA,2110500,São Bento,5705,1,2110500057051,COMUNIDADE QUILOMBOLA,RUMO E PEDRA,15,COMUNIDADE QUILOMBOLA RUMO,,,01420.101078/2017-19,-2.84465416664,-45.0337489997,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,5706,1,2928307057061,COMUNIDADE QUILOMBOLA,RUMO I,,,,,,-12.031698847,-38.8524395066,,,,,,,,,,
21,MARANHÃO,MA,2109205,Presidente Juscelino,5707,1,2109205057071,COMUNIDADE QUILOMBOLA,RUSSINHA,,,,,,-3.21778008331,-44.0465471247,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,5708,1,2605103057081,COMUNIDADE QUILOMBOLA,SABÁ,22,COMUNIDADE QUILOMBOLA SÍTIO CARDOSO,,,01420.000480/2007-13,-8.03205719437,-37.7197340005,,,,,,,,,,
27,ALAGOAS,AL,2709400,Viçosa,5709,1,2709400057091,COMUNIDADE QUILOMBOLA,SABALANGA,8,COMUNIDADE QUILOMBOLA SABALANGÁ,,,01420.002189/2009-33,-9.37282891658,-36.2269427085,,,,,,,,,,
29,BAHIA,BA,2918357,João Dourado,5710,1,2918357057101,COMUNIDADE QUILOMBOLA,SABINO,12,COMUNIDADE QUILOMBOLA SABINO,,,01420.001231/2006-56,-11.386560986,-41.650864042,,,,,,,,,,
22,PIAUÍ,PI,2202109,Campinas do Piauí,5711,1,2202109057111,COMUNIDADE QUILOMBOLA,SABONETE,,,278,SABONETE,,-7.71420262516,-41.774559848,,,,,,,,,,
22,PIAUÍ,PI,2202109,Campinas do Piauí,5711,2,2202109057112,COMUNIDADE QUILOMBOLA,SABONETE,,,,,,-7.70199168044,-41.7503058358,,,,,,,,,,
22,PIAUÍ,PI,2204907,Isaías Coelho,5712,1,2204907057121,COMUNIDADE QUILOMBOLA,SABONETE,,,278,SABONETE,01420.000676/2007-08,-7.74561219443,-41.7396395,,,,,,,,,,
22,PIAUÍ,PI,2204907,Isaías Coelho,5712,2,2204907057122,COMUNIDADE QUILOMBOLA,SABONETE,,,,,01420.000676/2007-08,-7.73467983327,-41.6821109157,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,5713,1,2910859057131,COMUNIDADE QUILOMBOLA,SACO,,,,,01420.101030/2018-91,-10.7448395543252,-40.1323282495899,,,,,,,,,,
31,MINAS GERAIS,MG,3152006,Pompéu,5714,1,3152006057141,COMUNIDADE QUILOMBOLA,SACO BARREIRO,2,COMUNIDADE QUILOMBOLA SACO BARREIRO,,,01420.001593/2007-28,-19.3704536249,-44.9317848178,,,,,,,,,,
22,PIAUÍ,PI,2210201,São José do Piauí,5715,1,2210201057151,COMUNIDADE QUILOMBOLA,SACO DA VÁRZEA,16,COMUNIDADE QUILOMBOLA SACO DA VÁRZEA,,,01420.011550/2012-18,-6.86458268042,-41.4984293454,,,,,,,,,,
21,MARANHÃO,MA,2102101,Brejo,5716,1,2102101057161,COMUNIDADE QUILOMBOLA,SACO DAS ALMAS,,,,,01420.001618/2005-21,-3.69090893049,-42.7588096536,,,,,,,,,,
22,PIAUÍ,PI,2210003,São João do Piauí,5717,2,2210003057172,COMUNIDADE QUILOMBOLA,SACO DO CURTUME,12,AGROVILA DO PA QUILOMBOLA SACO,,,01420.000786/2009-23,-8.33418401375,-42.2867443715,,,,,,,,,,
22,PIAUÍ,PI,2210003,São João do Piauí,5717,1,2210003057171,COMUNIDADE QUILOMBOLA,SACO DO CURTUME,22,COMUNIDADE QUILOMBOLA SACO CURTUME,,,01420.000786/2009-23,-8.32192149999995,-42.2686842210926,,,,,,,,,,
26,PERNAMBUCO,PE,2612604,Santa Maria da Boa Vista,5718,1,2612604057181,COMUNIDADE QUILOMBOLA,SACO DO MARI 1,105,COMUNIDADE QUILOMBOLA SACO DO MARI 1,410,INHANHUM,,-8.75715885,-39.6965356740008,,,,,,,,,,
26,PERNAMBUCO,PE,2612604,Santa Maria da Boa Vista,5719,1,2612604057191,COMUNIDADE QUILOMBOLA,SACO DO MARI 2,104,COMUNIDADE QUILOMBOLA SACO DO MARI 2,410,INHANHUM,,-8.7640832,-39.6991707642411,,,,,,,,,,
26,PERNAMBUCO,PE,2612604,Santa Maria da Boa Vista,5720,1,2612604057201,COMUNIDADE QUILOMBOLA,SACO DO MARI 3,103,COMUNIDADE QUILOMBOLA SACO DO MARI 3,410,INHANHUM,,-8.76728035,-39.6986639222222,,,,,,,,,,
26,PERNAMBUCO,PE,2606002,Garanhuns,5721,1,2606002057211,COMUNIDADE QUILOMBOLA,SACO DO TIGRE,26,COMUNIDADE QUILOMBOLA TIGRE 1,,,,-8.95451179155,-36.4459410542,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5722,1,2705002057221,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS,12,COMUNIDADE QUILOMBOLA SACO DOS MIRANDAS,,,01420.102374/2019-07,-9.12589570466012,-37.6796437144999,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5722,5,2705002057225,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS,22,COMUNIDADE QUILOMBOLA SACO DOS MIRANDAS 2,,,01420.102374/2019-07,-9.1464603744278,-37.6859963274632,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5722,2,2705002057222,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS,12,COMUNIDADE QUILOMBOLA SACO DOS MIRANDAS,,,01420.102374/2019-07,-9.12555137130555,-37.6875612957951,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5722,3,2705002057223,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS,25,COMUNIDADE QUILOMBOLA SACO DOS MIRANDAS 5,,,01420.102374/2019-07,-9.12717620181403,-37.6689014001662,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5722,4,2705002057224,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS,,,,,01420.102374/2019-07,-9.14079057112717,-37.680497558953,,,,,,,,,,
27,ALAGOAS,AL,2705002,Mata Grande,5723,1,2705002057231,COMUNIDADE QUILOMBOLA,SACO DOS MIRANDAS 4,24,COMUNIDADE QUILOMBOLA SACO DOS MIRANDAS 4,,,,-9.14698939513092,-37.6927198161691,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,5724,1,2928307057241,COMUNIDADE QUILOMBOLA,SACO DOS MULATOS,,,,,,-12.0629942776,-38.8611383767,,,,,,,,,,
29,BAHIA,BA,2913200,Ibotirama,5725,1,2913200057251,COMUNIDADE QUILOMBOLA,SACO GRANDE,,,,,,-12.1016654721,-43.2548248424,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,5726,1,2605103057261,COMUNIDADE QUILOMBOLA,SACO GRANDE,11,COMUNIDADE QUILOMBOLA SACO GRANDE,,,01420.000480/2007-13,-8.0605448055,-37.6858328195,,,,,,,,,,
29,BAHIA,BA,2913200,Ibotirama,5727,1,2913200057271,COMUNIDADE QUILOMBOLA,SACO GRANDE DE TIXINHA,,,,,01420.100536/2018-83,-12.0577617082,-43.2745220937,,,,,,,,,,
28,SERGIPE,SE,2803500,Lagarto,5728,1,2803500057281,COMUNIDADE QUILOMBOLA,SACO TIGRE,30,COMUNIDADE QUILOMBOLA SACO DO TIGRE,,,01420.011413/2014-45,-10.9548071526,-37.7975163906,,,,,,,,,,
29,BAHIA,BA,2918100,Jeremoabo,5729,1,2918100057291,COMUNIDADE QUILOMBOLA,SACO TRIGO,,,,,,-10.2967634861,-38.4575137921,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3304557,Rio de Janeiro,5730,1,3304557057301,COMUNIDADE QUILOMBOLA,SACOPÃ,13,COMUNIDADE QUILOMBOLA SACOPÃ,108,SACOPÃ,01420.000425/1999-53,-22.9667354201,-43.2011509116,,,,,,,,,,
15,PARÁ,PA,1501907,Bujaru,5731,1,1501907057311,COMUNIDADE QUILOMBOLA,SAGRADA FAMÍLIA,5,COMUNIDADE QUILOMBOLA SAGRADA FAMÍLIA,239,SÃO JUDAS TADEU,,-1.76473236109,-48.0101071248,,,,,,,,,,
15,PARÁ,PA,1503507,Irituia,5732,1,1503507057321,COMUNIDADE QUILOMBOLA,SAGRADO CORAÇÃO,39,CAMPO ALEGRE,,,,-1.6577879861,-47.3875430555,,,,,,,,,,
15,PARÁ,PA,1505304,Oriximiná,5733,1,1505304057331,COMUNIDADE QUILOMBOLA,SAGRADO CORAÇÃO,39,COMUNIDADE QUILOMBOLA SAGRADO CORAÇÃO,47,ALTO TROMBETAS I,01420.003286/2013-20,-1.45002508331,-56.8280038882,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5734,1,1500107057341,COMUNIDADE QUILOMBOLA,SAGRADO CORACÃO DE JESUS,15,COMUNIDADE QUILOMBOLA JENIPAÚBA,29,ALTO ITACURUÇÁ, BAIXO ITACURUÇÁ, BOM REMÉDIO,,-1.76597605549,-48.896293122,,,,,,,,
13,AMAZONAS,AM,1300508,Barreirinha,5735,1,1300508057351,COMUNIDADE QUILOMBOLA,SAGRADO CORACÃO DE JESUS,151,COMUNIDADE QUILOMBOLA IGARAPÉ SN ANDIRÁ 56,,,,-2.93954629422743,-57.2085693225,,,,,,,,,,
13,AMAZONAS,AM,1301902,Itacoatiara,5736,1,1301902057361,COMUNIDADE QUILOMBOLA,SAGRADO CORACÃO DE JESUS DO LAGO DE SERPA,,,,,01420.009341/2014-76,-3.07697633329,-58.4838429021,,,,,,,,,,
29,BAHIA,BA,2920601,Maragogipe,5737,1,2920601057371,COMUNIDADE QUILOMBOLA,SALAMINAS PUTUMUJU,,,187,SALAMINA PUTUMUJU,01420.000509/2004-14,-12.798393972,-38.8637113851,,,,,,,,,,
29,BAHIA,BA,2905305,Cafarnaum,5738,1,2905305057381,COMUNIDADE QUILOMBOLA,SALAMINHO,13,COMUNIDADE QUILOMBOLA SALAMINHO,,,01420.004893/2015-79,-11.608404986,-41.5764808206,,,,,,,,,,
29,BAHIA,BA,2919157,Lapão,5739,1,2919157057391,COMUNIDADE QUILOMBOLA,SALGADA,18,COMUNIDADE QUILOMBOLA SALGADA,,,01420.010038/2011-73,-11.4856946457,-41.8082052409,,,,,,,,,,
15,PARÁ,PA,1505304,Oriximiná,5740,1,1505304057401,COMUNIDADE QUILOMBOLA,SALGADO,,,,,,-1.75131063888,-55.8614158611,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,5741,1,2906006057411,COMUNIDADE QUILOMBOLA,SALGADO,,,,,,-10.3198451804,-40.747612525,,,,,,,,,,
29,BAHIA,BA,2901700,Antônio Cardoso,5742,1,2901700057421,COMUNIDADE QUILOMBOLA,SALGADO,,,,,,-12.3919406805,-39.1469271666,,,,,,,,,,
22,PIAUÍ,PI,2210805,Simplício Mendes,5743,1,2210805057431,COMUNIDADE QUILOMBOLA,SALINAS,,,,,,-7.86852398604,-41.9043619879,,,,,,,,,,
29,BAHIA,BA,2922656,Nordestina,5744,1,2922656057441,COMUNIDADE QUILOMBOLA,SALINAS,,,,,,-10.8403405693,-39.4482815808,,,,,,,,,,
21,MARANHÃO,MA,2102101,Brejo,5745,1,2102101057451,COMUNIDADE QUILOMBOLA,SALINAS,31,COMUNIDADE QUILOMBOLA SALINAS,,,,-3.83222238050695,-42.7797860074842,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,5746,1,2103703057461,COMUNIDADE QUILOMBOLA,SALINAS,,,,,,-1.82776301388,-44.8827090001,,,,,,,,,,
